date,weather,minT,wind,maxT
2016-09-05,晴/多云,20,无持续风向≤3级/无持续风向≤3级,31
2016-09-06,多云/阵雨,21,无持续风向≤3级/无持续风向≤3级,30
2016-09-07,多云/多云,20,无持续风向≤3级/无持续风向≤3级,30
2016-09-08,晴/晴,18,无持续风向≤3级/无持续风向≤3级,31
2016-09-09,晴/多云,19,无持续风向≤3级/无持续风向≤3级,31
2016-09-10,多云/阵雨,19,无持续风向≤3级/无持续风向≤3级,30
2016-09-11,雷阵雨/多云,18,无持续风向≤3级/无持续风向≤3级,23
2016-09-12,多云/多云,19,无持续风向≤3级/无持续风向≤3级,27
2016-09-13,多云/多云,19,无持续风向≤3级/无持续风向≤3级,27
2016-09-14,多云/多云,20,无持续风向≤3级/无持续风向≤3级,30
2016-09-15,晴/多云,21,无持续风向≤3级/无持续风向≤3级,30
2016-09-16,雷阵雨/阵雨,20,无持续风向≤3级/无持续风向≤3级,30
2016-09-17,多云/小雨,18,无持续风向≤3级/无持续风向≤3级,25
2016-09-18,阵雨/阴,15,无持续风向≤3级/无持续风向≤3级,21
2016-09-19,晴/晴,13,无持续风向≤3级/无持续风向≤3级,25
2016-09-20,晴/多云,15,无持续风向≤3级/无持续风向≤3级,26
2016-09-21,阵雨/多云,16,无持续风向≤3级/无持续风向≤3级,24
2016-09-22,阵雨/雷阵雨,17,无持续风向≤3级/无持续风向≤3级,26
2016-09-23,雾/雷阵雨,19,无持续风向≤3级/无持续风向≤3级,27
2016-09-24,多云/雷阵雨,20,无持续风向≤3级/无持续风向≤3级,29
2016-09-25,多云/霾,19,无持续风向≤3级/无持续风向≤3级,27
2016-09-26,阵雨/多云,18,无持续风向≤3级/北风3-4级,24
2016-09-27,多云/晴,12,北风4-5级/北风3-4级,23
2016-09-28,晴/晴,10,无持续风向≤3级/无持续风向≤3级,20
2016-09-29,晴/多云,12,无持续风向≤3级/无持续风向≤3级,22
2016-09-30,晴/霾,14,无持续风向≤3级/无持续风向≤3级,24
2016-08-01,阴/多云,25,无持续风向≤3级/无持续风向≤3级,32
2016-08-02,晴/晴,24,无持续风向≤3级/无持续风向≤3级,33
2016-08-03,晴/晴,25,无持续风向≤3级/无持续风向≤3级,34
2016-08-04,晴/多云,25,无持续风向≤3级/无持续风向≤3级,33
2016-08-05,多云/多云,25,无持续风向≤3级/无持续风向≤3级,32
2016-08-06,多云/中雨,24,无持续风向≤3级/无持续风向≤3级,33
2016-08-07,阴/晴,23,无持续风向≤3级/无持续风向≤3级,29
2016-08-08,阴/阴,23,无持续风向≤3级/无持续风向≤3级,30
2016-08-09,晴/多云,24,无持续风向≤3级/无持续风向≤3级,31
2016-08-10,多云/多云,26,无持续风向≤3级/无持续风向≤3级,33
2016-08-11,阵雨/雷阵雨,27,无持续风向≤3级/无持续风向≤3级,33
2016-08-12,雷阵雨/阴,25,无持续风向≤3级/无持续风向≤3级,31
2016-08-13,多云/阴,24,无持续风向≤3级/无持续风向≤3级,33
2016-08-14,多云/多云,24,无持续风向≤3级/无持续风向≤3级,32
2016-08-15,阵雨/多云,20,无持续风向≤3级/无持续风向≤3级,30
2016-08-16,晴/晴,22,无持续风向≤3级/无持续风向≤3级,31
2016-08-17,阵雨/中雨,23,无持续风向≤3级/无持续风向≤3级,29
2016-08-18,大雨/小雨,22,无持续风向≤3级/无持续风向≤3级,25
2016-08-19,晴/晴,22,无持续风向≤3级/无持续风向≤3级,32
2016-08-20,多云/晴,22,无持续风向≤3级/无持续风向≤3级,32
2016-08-21,晴/多云,23,无持续风向≤3级/无持续风向≤3级,32
2016-08-22,多云/阴,24,无持续风向≤3级/无持续风向≤3级,31
2016-08-23,阵雨/阴,24,无持续风向≤3级/无持续风向≤3级,30
2016-08-24,多云/雷阵雨,24,无持续风向≤3级/北风4-5级,32
2016-08-25,多云/晴,18,北风4-5级/无持续风向≤3级,31
2016-08-26,晴/多云,17,无持续风向≤3级/无持续风向≤3级,29
2016-08-27,晴/多云,20,无持续风向≤3级/无持续风向≤3级,31
2016-08-28,晴/晴,18,无持续风向≤3级/无持续风向≤3级,31
2016-08-29,晴/多云,19,无持续风向≤3级/无持续风向≤3级,31
2016-08-30,多云/晴,19,无持续风向≤3级/无持续风向≤3级,30
2016-08-31,晴/阴,20,北风3-4级/北风3-4级,33
2016-07-01,多云/多云,21,无持续风向≤3级/无持续风向≤3级,30
2016-07-02,晴/多云,21,无持续风向≤3级/无持续风向≤3级,32
2016-07-03,雷阵雨/雷阵雨,23,无持续风向≤3级/无持续风向≤3级,31
2016-07-04,阴/多云,21,无持续风向≤3级/无持续风向≤3级,30
2016-07-05,霾/霾,22,无持续风向≤3级/无持续风向≤3级,32
2016-07-06,晴/霾,22,无持续风向≤3级/无持续风向≤3级,32
2016-07-07,晴/霾,23,无持续风向≤3级/无持续风向≤3级,33
2016-07-08,多云/霾,24,无持续风向≤3级/无持续风向≤3级,32
2016-07-09,多云/霾,25,无持续风向≤3级/无持续风向≤3级,34
2016-07-10,多云/霾,26,南风3-4级/无持续风向≤3级,36
2016-07-11,多云/雷阵雨,24,无持续风向≤3级/无持续风向≤3级,36
2016-07-12,雷阵雨/晴,23,无持续风向≤3级/无持续风向≤3级,32
2016-07-13,晴/多云,24,无持续风向≤3级/无持续风向≤3级,35
2016-07-14,阵雨/阵雨,22,无持续风向≤3级/无持续风向≤3级,31
2016-07-15,阵雨/阴,20,无持续风向≤3级/无持续风向≤3级,28
2016-07-16,阵雨/阵雨,22,无持续风向≤3级/无持续风向≤3级,29
2016-07-17,阴/多云,23,无持续风向≤3级/无持续风向≤3级,31
2016-07-18,晴/雷阵雨,23,无持续风向≤3级/无持续风向≤3级,33
2016-07-19,雷阵雨/大雨,22,无持续风向≤3级/无持续风向≤3级,26
2016-07-20,暴雨/小到中雨,20,东北风3-4级/北风3-4级,24
2016-07-21,阵雨/阵雨,23,无持续风向≤3级/无持续风向≤3级,29
2016-07-22,多云/雷阵雨,25,无持续风向≤3级/无持续风向≤3级,32
2016-07-23,阴/雷阵雨,26,无持续风向≤3级/无持续风向≤3级,33
2016-07-24,雷阵雨/暴雨,24,无持续风向≤3级/无持续风向≤3级,33
2016-07-25,阵雨/多云,23,无持续风向≤3级/无持续风向≤3级,29
2016-07-26,晴/晴,24,无持续风向≤3级/无持续风向≤3级,33
2016-07-27,多云/多云,25,无持续风向≤3级/无持续风向≤3级,34
2016-07-28,雷阵雨/雷阵雨,23,无持续风向≤3级/无持续风向≤3级,33
2016-07-29,多云/雷阵雨,25,无持续风向≤3级/无持续风向≤3级,32
2016-07-30,雷阵雨/雷阵雨,25,无持续风向≤3级/无持续风向≤3级,30
2016-07-31,阴/雷阵雨,24,无持续风向≤3级/无持续风向≤3级,32
2016-06-01,多云/多云,18,无持续风向≤3级/无持续风向≤3级,30
2016-06-02,晴/多云,18,南风3-4级/无持续风向≤3级,31
2016-06-03,阴/阴,19,无持续风向≤3级/无持续风向≤3级,29
2016-06-04,阴/多云,19,无持续风向≤3级/无持续风向≤3级,29
2016-06-05,阴/多云,18,无持续风向≤3级/无持续风向≤3级,30
2016-06-06,多云/小到中雨,19,无持续风向≤3级/无持续风向≤3级,31
2016-06-07,阵雨/晴,16,无持续风向≤3级/无持续风向≤3级,25
2016-06-08,多云/霾,19,无持续风向≤3级/无持续风向≤3级,31
2016-06-09,阴/雷阵雨,22,南风3-4级/南风3-4级,32
2016-06-10,雷阵雨/晴,20,北风3-4级/无持续风向≤3级,32
2016-06-11,晴/多云,18,北风3-4级/无持续风向≤3级,30
2016-06-12,多云/阴,20,无持续风向≤3级/无持续风向≤3级,32
2016-06-13,雷阵雨/中到大雨,18,无持续风向≤3级/无持续风向≤3级,25
2016-06-14,雷阵雨/阵雨,18,无持续风向≤3级/无持续风向≤3级,26
2016-06-15,晴/晴,17,无持续风向≤3级/无持续风向≤3级,30
2016-06-16,晴/多云,22,无持续风向≤3级/无持续风向≤3级,34
2016-06-17,多云/雷阵雨,20,无持续风向≤3级/无持续风向≤3级,32
2016-06-18,多云/晴,20,无持续风向≤3级/无持续风向≤3级,32
2016-06-19,多云/雷阵雨,23,无持续风向≤3级/无持续风向≤3级,35
2016-06-20,雷阵雨/雷阵雨,22,无持续风向≤3级/无持续风向≤3级,33
2016-06-21,雷阵雨/多云,24,无持续风向≤3级/无持续风向≤3级,33
2016-06-22,雷阵雨/雷阵雨,23,无持续风向≤3级/无持续风向≤3级,35
2016-06-23,阴/多云,21,无持续风向≤3级/无持续风向≤3级,35
2016-06-24,晴/晴,22,北风3-4级/无持续风向≤3级,33
2016-06-25,晴/晴,22,无持续风向≤3级/无持续风向≤3级,35
2016-06-26,晴/阴,24,南风3-4级/南风3-4级,36
2016-06-27,雷阵雨/中雨,21,无持续风向≤3级/无持续风向≤3级,33
2016-06-28,雷阵雨/雷阵雨,20,无持续风向≤3级/无持续风向≤3级,27
2016-06-29,雷阵雨/阴,22,无持续风向≤3级/无持续风向≤3级,29
2016-06-30,多云/多云,22,无持续风向≤3级/无持续风向≤3级,31
2016-05-01,霾/雷阵雨,17,无持续风向≤3级/北风3-4级,32
2016-05-02,阵雨/多云,10,北风4-5级/北风3-4级,22
2016-05-03,晴/晴,10,北风4-5级/无持续风向≤3级,27
2016-05-04,多云/阵雨,15,无持续风向≤3级/无持续风向≤3级,28
2016-05-05,多云/晴,14,北风4-5级/北风4-5级,27
2016-05-06,晴/晴,12,北风4-5级/无持续风向≤3级,25
2016-05-07,晴/晴,12,无持续风向≤3级/无持续风向≤3级,26
2016-05-08,晴/阴,15,南风3-4级/无持续风向≤3级,27
2016-05-09,小雨/多云,12,无持续风向≤3级/无持续风向≤3级,22
2016-05-10,晴/多云,17,无持续风向≤3级/无持续风向≤3级,27
2016-05-11,多云/雷阵雨,19,无持续风向≤3级/北风3-4级,29
2016-05-12,多云/晴,9,北风4-5级/北风3-4级,23
2016-05-13,晴/小雨,13,无持续风向≤3级/无持续风向≤3级,25
2016-05-14,小雨/阴,11,无持续风向≤3级/北风3-4级,15
2016-05-15,多云/晴,10,北风4-5级/无持续风向≤3级,24
2016-05-16,晴/晴,15,南风3-4级/无持续风向≤3级,30
2016-05-17,晴/晴,17,无持续风向≤3级/无持续风向≤3级,31
2016-05-18,晴/多云,18,无持续风向≤3级/无持续风向≤3级,28
2016-05-19,晴/霾,15,无持续风向≤3级/无持续风向≤3级,29
2016-05-20,霾/霾,16,无持续风向≤3级/无持续风向≤3级,30
2016-05-21,霾/晴,15,无持续风向≤3级/无持续风向≤3级,30
2016-05-22,多云/多云,18,无持续风向≤3级/无持续风向≤3级,29
2016-05-23,阵雨/阵雨,13,无持续风向≤3级/无持续风向≤3级,24
2016-05-24,多云/阵雨,17,南风3-4级/北风3-4级,29
2016-05-25,多云/多云,17,南风3-4级/北风3-4级,30
2016-05-26,晴/晴,16,北风4-5级/无持续风向≤3级,30
2016-05-27,晴/多云,18,南风3-4级/无持续风向≤3级,31
2016-05-28,多云/多云,18,无持续风向≤3级/北风3-4级,30
2016-05-29,晴/晴,18,北风3-4级/无持续风向≤3级,31
2016-05-30,多云/阴,22,无持续风向≤3级/无持续风向≤3级,34
2016-05-31,多云/多云,17,无持续风向≤3级/无持续风向≤3级,29
2016-04-01,晴/多云,11,北风3-4级/北风3-4级,23
2016-04-02,多云/阴,8,北风3-4级/北风3-4级,18
2016-04-03,多云/晴,6,无持续风向≤3级/无持续风向≤3级,18
2016-04-04,晴/多云,8,无持续风向≤3级/无持续风向≤3级,22
2016-04-05,晴/霾,11,南风3-4级/南风3-4级,24
2016-04-06,阵雨/阵雨,12,无持续风向≤3级/无持续风向≤3级,22
2016-04-07,晴/晴,9,北风3-4级/北风3-4级,24
2016-04-08,晴/晴,10,南风3-4级/无持续风向≤3级,25
2016-04-09,晴/晴,8,无持续风向≤3级/无持续风向≤3级,26
2016-04-10,晴/晴,5,无持续风向≤3级/无持续风向≤3级,19
2016-04-11,阴/小雨,8,无持续风向≤3级/无持续风向≤3级,17
2016-04-12,多云/多云,8,无持续风向≤3级/无持续风向≤3级,20
2016-04-13,晴/晴,10,北风3-4级/北风3-4级,26
2016-04-14,晴/多云,10,无持续风向≤3级/无持续风向≤3级,24
2016-04-15,阵雨/小雨,13,无持续风向≤3级/北风3-4级,23
2016-04-16,多云/晴,11,北风4-5级/北风3-4级,22
2016-04-17,晴/阴,10,北风3-4级/北风3-4级,20
2016-04-18,晴/阴,8,北风3-4级/无持续风向≤3级,21
2016-04-19,小雨/多云,9,无持续风向≤3级/无持续风向≤3级,15
2016-04-20,多云/晴,10,无持续风向≤3级/无持续风向≤3级,26
2016-04-21,晴/晴,15,北风3-4级/北风4-5级,30
2016-04-22,晴/晴,10,北风3-4级/无持续风向≤3级,25
2016-04-23,晴/晴,8,无持续风向≤3级/无持续风向≤3级,23
2016-04-24,晴/晴,16,南风3-4级/南风3-4级,27
2016-04-25,晴/多云,14,南风3-4级/无持续风向≤3级,29
2016-04-26,多云/阴,13,无持续风向≤3级/无持续风向≤3级,24
2016-04-27,阴/阴,12,无持续风向≤3级/无持续风向≤3级,18
2016-04-28,晴/多云,13,南风3-4级/无持续风向≤3级,26
2016-04-29,多云/晴,15,无持续风向≤3级/无持续风向≤3级,28
2016-04-30,霾/霾,15,无持续风向≤3级/无持续风向≤3级,31
2016-03-01,晴/晴,-2,无持续风向≤3级/无持续风向≤3级,10
2016-03-02,晴/霾,2,无持续风向≤3级/无持续风向≤3级,17
2016-03-03,霾/霾,4,无持续风向≤3级/无持续风向≤3级,17
2016-03-04,霾/霾,4,无持续风向≤3级/北风3-4级,12
2016-03-05,晴/晴,-1,北风4-5级/无持续风向≤3级,12
2016-03-06,多云/晴,-2,无持续风向≤3级/无持续风向≤3级,11
2016-03-07,晴/晴,-1,北风3-4级/北风3-4级,12
2016-03-08,多云/阴,-2,北风3-4级/北风3-4级,6
2016-03-09,多云/晴,-4,无持续风向≤3级/北风3-4级,5
2016-03-10,晴/晴,-4,北风3-4级/无持续风向≤3级,7
2016-03-11,晴/晴,-2,无持续风向≤3级/无持续风向≤3级,8
2016-03-12,多云/晴,1,无持续风向≤3级/北风3-4级,9
2016-03-13,晴/晴,-2,北风3-4级/无持续风向≤3级,12
2016-03-14,晴/多云,3,无持续风向≤3级/无持续风向≤3级,15
2016-03-15,多云/霾,2,无持续风向≤3级/无持续风向≤3级,15
2016-03-16,霾/霾,6,无持续风向≤3级/无持续风向≤3级,17
2016-03-17,霾/雾,6,无持续风向≤3级/无持续风向≤3级,18
2016-03-18,霾/多云,4,无持续风向≤3级/无持续风向≤3级,21
2016-03-19,多云/多云,3,无持续风向≤3级/无持续风向≤3级,16
2016-03-20,多云/晴,4,无持续风向≤3级/无持续风向≤3级,16
2016-03-21,晴/阴,8,无持续风向≤3级/无持续风向≤3级,20
2016-03-22,阴/多云,5,无持续风向≤3级/北风3-4级,14
2016-03-23,晴/晴,2,北风3-4级/无持续风向≤3级,15
2016-03-24,晴/晴,3,无持续风向≤3级/无持续风向≤3级,15
2016-03-25,晴/晴,4,无持续风向≤3级/北风3-4级,15
2016-03-26,晴/晴,5,北风3-4级/无持续风向≤3级,19
2016-03-27,晴/晴,5,无持续风向≤3级/无持续风向≤3级,21
2016-03-28,多云/浮尘,8,北风3-4级/北风3-4级,22
2016-03-29,晴/晴,7,无持续风向≤3级/无持续风向≤3级,22
2016-03-30,晴/晴,7,无持续风向≤3级/无持续风向≤3级,22
2016-03-31,晴/浮尘,14,南风3-4级/北风3-4级,24
2016-02-01,晴/晴,-8,无持续风向≤3级/无持续风向≤3级,4
2016-02-02,晴/晴,-7,无持续风向≤3级/无持续风向≤3级,5
2016-02-03,晴/晴,-5,无持续风向≤3级/无持续风向≤3级,6
2016-02-04,多云/晴,-6,无持续风向≤3级/无持续风向≤3级,4
2016-02-05,晴/晴,-4,北风3-4级/北风3-4级,4
2016-02-06,晴/晴,-6,无持续风向≤3级/无持续风向≤3级,6
2016-02-07,晴/晴,-4,无持续风向≤3级/无持续风向≤3级,8
2016-02-08,晴/晴,-3,北风3-4级/无持续风向≤3级,12
2016-02-09,晴/晴,-3,无持续风向≤3级/无持续风向≤3级,10
2016-02-10,霾/阴,-1,无持续风向≤3级/无持续风向≤3级,9
2016-02-11,小雨/雾,-1,无持续风向≤3级/无持续风向≤3级,6
2016-02-12,小雨/雨夹雪,2,无持续风向≤3级/北风3-4级,10
2016-02-13,阴/多云,-6,北风5-6级/北风4-5级,4
2016-02-14,晴/晴,-7,北风4-5级/无持续风向≤3级,1
2016-02-15,晴/晴,-4,北风3-4级/无持续风向≤3级,5
2016-02-16,晴/晴,-4,北风3-4级/无持续风向≤3级,8
2016-02-17,晴/晴,-2,无持续风向≤3级/北风3-4级,9
2016-02-18,晴/阴,-2,北风4-5级/无持续风向≤3级,9
2016-02-19,多云/晴,-5,北风3-4级/无持续风向≤3级,8
2016-02-20,晴/晴,-6,北风3-4级/无持续风向≤3级,4
2016-02-21,晴/多云,-4,无持续风向≤3级/无持续风向≤3级,6
2016-02-22,晴/晴,-3,北风3-4级/北风3-4级,8
2016-02-23,晴/晴,-6,北风3-4级/无持续风向≤3级,4
2016-02-24,晴/多云,-4,无持续风向≤3级/无持续风向≤3级,7
2016-02-25,多云/晴,-5,无持续风向≤3级/无持续风向≤3级,6
2016-02-26,多云/多云,-2,无持续风向≤3级/无持续风向≤3级,8
2016-02-27,多云/阴,-3,无持续风向≤3级/无持续风向≤3级,7
2016-02-28,多云/晴,-4,北风4-5级/北风4-5级,8
2016-02-29,多云/晴,-4,无持续风向≤3级/无持续风向≤3级,5
2016-01-01,霾/霾,-4,无持续风向≤3级/无持续风向≤3级,5
2016-01-02,霾/雾,-5,无持续风向≤3级/无持续风向≤3级,7
2016-01-03,霾/霾,-3,无持续风向≤3级/无持续风向≤3级,4
2016-01-04,多云/多云,-6,北风3-4级/无持续风向≤3级,2
2016-01-05,晴/晴,-7,北风3-4级/无持续风向≤3级,1
2016-01-06,晴/晴,-6,北风3-4级/北风3-4级,3
2016-01-07,晴/晴,-7,北风3-4级/无持续风向≤3级,2
2016-01-08,晴/晴,-8,北风3-4级/无持续风向≤3级,2
2016-01-09,晴/晴,-6,无持续风向≤3级/无持续风向≤3级,3
2016-01-10,多云/多云,-8,无持续风向≤3级/无持续风向≤3级,1
2016-01-11,晴/晴,-8,无持续风向≤3级/无持续风向≤3级,-1
2016-01-12,晴/晴,-9,无持续风向≤3级/无持续风向≤3级,0
2016-01-13,晴/多云,-7,无持续风向≤3级/无持续风向≤3级,2
2016-01-14,多云/晴,-7,无持续风向≤3级/无持续风向≤3级,3
2016-01-15,霾/阴,-5,无持续风向≤3级/无持续风向≤3级,2
2016-01-16,阴/小雪,-6,无持续风向≤3级/无持续风向≤3级,-1
2016-01-17,晴/晴,-10,北风3-4级/北风3-4级,-2
2016-01-18,晴/晴,-13,北风3-4级/无持续风向≤3级,-4
2016-01-19,晴/霾,-10,无持续风向≤3级/无持续风向≤3级,-2
2016-01-20,多云/霾,-8,无持续风向≤3级/无持续风向≤3级,-2
2016-01-21,小雪/阴,-10,无持续风向≤3级/北风3-4级,-2
2016-01-22,多云/晴,-17,北风4-5级/北风3-4级,-6
2016-01-23,晴/晴,-14,北风5-6级/北风4-5级,-11
2016-01-24,晴/晴,-11,北风4-5级/无持续风向≤3级,-3
2016-01-25,晴/晴,-8,北风3-4级/北风3-4级,3
2016-01-26,晴/晴,-9,北风3-4级/无持续风向≤3级,2
2016-01-27,晴/多云,-7,无持续风向≤3级/无持续风向≤3级,3
2016-01-28,晴/晴,-7,无持续风向≤3级/无持续风向≤3级,4
2016-01-29,晴/阴,-7,无持续风向≤3级/无持续风向≤3级,0
2016-01-30,多云/晴,-10,无持续风向≤3级/无持续风向≤3级,-3
2016-01-31,晴/晴,-9,北风3-4级/无持续风向≤3级,1
2015-12-01,霾/霾,-3,无持续风向≤3级/北风3-4级,2
2015-12-02,晴/晴,-3,北风4-5级/北风3-4级,4
2015-12-03,晴/晴,-4,北风5-6级/北风3-4级,2
2015-12-04,晴/晴,-4,北风3-4级/无持续风向≤3级,6
2015-12-05,晴/多云,-3,无持续风向≤3级/无持续风向≤3级,6
2015-12-06,霾/小雪,-2,无持续风向≤3级/无持续风向≤3级,4
2015-12-07,霾/雾,-2,无持续风向≤3级/无持续风向≤3级,4
2015-12-08,霾/雨夹雪,1,无持续风向≤3级/无持续风向≤3级,4
2015-12-09,霾/雾,1,无持续风向≤3级/无持续风向≤3级,3
2015-12-10,晴/晴,-4,北风3-4级/无持续风向≤3级,9
2015-12-11,晴/多云,-3,无持续风向≤3级/无持续风向≤3级,5
2015-12-12,多云/多云,-3,无持续风向≤3级/无持续风向≤3级,5
2015-12-13,霾/小雪,-1,无持续风向≤3级/无持续风向≤3级,4
2015-12-14,阴/晴,-2,北风3-4级/北风3-4级,7
2015-12-15,晴/晴,-3,北风4-5级/北风3-4级,4
2015-12-16,晴/晴,-7,北风4-5级/北风3-4级,2
2015-12-17,晴/晴,-6,无持续风向≤3级/无持续风向≤3级,4
2015-12-18,晴/晴,-5,无持续风向≤3级/无持续风向≤3级,6
2015-12-19,霾/霾,-4,无持续风向≤3级/无持续风向≤3级,3
2015-12-20,霾/雾,-5,无持续风向≤3级/无持续风向≤3级,4
2015-12-21,霾/雾,-4,无持续风向≤3级/无持续风向≤3级,5
2015-12-22,霾/雾,-5,无持续风向≤3级/无持续风向≤3级,4
2015-12-23,雾/多云,-5,无持续风向≤3级/无持续风向≤3级,6
2015-12-24,晴/霾,-6,无持续风向≤3级/无持续风向≤3级,5
2015-12-25,霾/霾,-4,无持续风向≤3级/无持续风向≤3级,4
2015-12-26,雾/多云,-7,无持续风向≤3级/无持续风向≤3级,3
2015-12-27,小雪/多云,-7,无持续风向≤3级/无持续风向≤3级,-1
2015-12-28,晴/多云,-6,无持续风向≤3级/无持续风向≤3级,2
2015-12-29,霾/霾,-4,无持续风向≤3级/无持续风向≤3级,4
2015-12-30,晴/晴,-6,北风3-4级/无持续风向≤3级,5
2015-12-31,晴/晴,-6,无持续风向≤3级/无持续风向≤3级,4
2015-11-01,晴/晴,3,无持续风向≤3级/无持续风向≤3级,17
2015-11-02,晴/晴,4,无持续风向≤3级/无持续风向≤3级,19
2015-11-03,霾/多云,5,南风3-4级/无持续风向≤3级,17
2015-11-04,霾/小雨,9,无持续风向≤3级/无持续风向≤3级,16
2015-11-05,小雨/雨夹雪,2,无持续风向≤3级/无持续风向≤3级,11
2015-11-06,雨夹雪/雨夹雪,1,无持续风向≤3级/无持续风向≤3级,4
2015-11-07,阴/小雨,4,无持续风向≤3级/无持续风向≤3级,7
2015-11-08,阴/晴,1,无持续风向≤3级/无持续风向≤3级,10
2015-11-09,晴/雾,3,无持续风向≤3级/无持续风向≤3级,13
2015-11-10,霾/雾,4,无持续风向≤3级/无持续风向≤3级,8
2015-11-11,霾/雾,6,无持续风向≤3级/无持续风向≤3级,8
2015-11-12,霾/小雨,6,无持续风向≤3级/无持续风向≤3级,9
2015-11-13,阴/雾,6,无持续风向≤3级/无持续风向≤3级,9
2015-11-14,霾/雾,7,无持续风向≤3级/无持续风向≤3级,10
2015-11-15,霾/小雨,6,无持续风向≤3级/无持续风向≤3级,12
2015-11-16,多云/多云,1,无持续风向≤3级/无持续风向≤3级,9
2015-11-17,多云/雨夹雪,2,无持续风向≤3级/无持续风向≤3级,11
2015-11-18,阴/小雨,2,无持续风向≤3级/无持续风向≤3级,6
2015-11-19,小雨/雨夹雪,1,无持续风向≤3级/无持续风向≤3级,5
2015-11-20,雨夹雪/中雪,-1,无持续风向≤3级/无持续风向≤3级,3
2015-11-21,中到大雪/中雪,-2,无持续风向≤3级/无持续风向≤3级,1
2015-11-22,大雪/小雪,-4,无持续风向≤3级/无持续风向≤3级,-1
2015-11-23,阴/多云,-6,无持续风向≤3级/无持续风向≤3级,0
2015-11-24,小雪/阴,-8,无持续风向≤3级/无持续风向≤3级,-2
2015-11-25,阴/晴,-9,北风4-5级/北风4-5级,-1
2015-11-26,晴/多云,-8,北风3-4级/无持续风向≤3级,0
2015-11-27,多云/霾,-6,无持续风向≤3级/无持续风向≤3级,0
2015-11-28,霾/雾,-4,无持续风向≤3级/无持续风向≤3级,2
2015-11-29,霾/霾,-5,无持续风向≤3级/无持续风向≤3级,4
2015-11-30,霾/雾,-3,无持续风向≤3级/无持续风向≤3级,4
2015-10-01,晴/晴,10,北风5-6级/无持续风向≤3级,22
2015-10-02,晴/晴,12,无持续风向≤3级/无持续风向≤3级,26
2015-10-03,晴/晴,12,无持续风向≤3级/无持续风向≤3级,25
2015-10-04,晴/晴,13,无持续风向≤3级/无持续风向≤3级,25
2015-10-05,晴/晴,15,无持续风向≤3级/无持续风向≤3级,26
2015-10-06,霾/雾,16,无持续风向≤3级/无持续风向≤3级,25
2015-10-07,霾/晴,13,无持续风向≤3级/北风4-5级,25
2015-10-08,晴/晴,7,北风4-5级/无持续风向≤3级,19
2015-10-09,晴/晴,8,北风4-5级/北风3-4级,20
2015-10-10,晴/多云,10,北风4-5级/北风3-4级,17
2015-10-11,多云/晴,8,北风4-5级/无持续风向≤3级,22
2015-10-12,晴/晴,9,无持续风向≤3级/无持续风向≤3级,23
2015-10-13,晴/阴,11,无持续风向≤3级/无持续风向≤3级,26
2015-10-14,多云/多云,10,无持续风向≤3级/无持续风向≤3级,22
2015-10-15,晴/晴,12,无持续风向≤3级/无持续风向≤3级,25
2015-10-16,霾/阴,12,无持续风向≤3级/无持续风向≤3级,25
2015-10-17,霾/霾,13,无持续风向≤3级/北风3-4级,23
2015-10-18,晴/多云,10,无持续风向≤3级/无持续风向≤3级,20
2015-10-19,晴/阴,12,无持续风向≤3级/无持续风向≤3级,21
2015-10-20,小雨/小雨,10,无持续风向≤3级/无持续风向≤3级,14
2015-10-21,小雨/小雨,9,无持续风向≤3级/无持续风向≤3级,12
2015-10-22,小雨/阴,8,无持续风向≤3级/无持续风向≤3级,11
2015-10-23,多云/晴,8,无持续风向≤3级/无持续风向≤3级,18
2015-10-24,晴/多云,7,无持续风向≤3级/无持续风向≤3级,18
2015-10-25,多云/小雨,9,无持续风向≤3级/无持续风向≤3级,15
2015-10-26,阴/晴,6,北风3-4级/北风3-4级,15
2015-10-27,晴/晴,4,北风3-4级/无持续风向≤3级,17
2015-10-28,晴/晴,5,无持续风向≤3级/北风3-4级,15
2015-10-29,晴/晴,3,北风4-5级/北风3-4级,12
2015-10-30,晴/晴,1,无持续风向≤3级/无持续风向≤3级,13
2015-10-31,晴/晴,2,无持续风向≤3级/无持续风向≤3级,15
2015-09-01,阵雨/阴,18,无持续风向≤3级/无持续风向≤3级,25
2015-09-02,多云/晴,18,无持续风向≤3级/无持续风向≤3级,29
2015-09-03,多云/阴,21,无持续风向≤3级/无持续风向≤3级,31
2015-09-04,小到中雨/中到大雨,19,无持续风向≤3级/无持续风向≤3级,24
2015-09-05,小到中雨/阴,17,无持续风向≤3级/无持续风向≤3级,22
2015-09-06,多云/晴,17,无持续风向≤3级/无持续风向≤3级,27
2015-09-07,晴/晴,17,无持续风向≤3级/无持续风向≤3级,29
2015-09-08,多云/阴,18,无持续风向≤3级/无持续风向≤3级,27
2015-09-09,阴/阴,19,无持续风向≤3级/无持续风向≤3级,23
2015-09-10,小雨/小雨,14,无持续风向≤3级/无持续风向≤3级,22
2015-09-11,多云/多云,15,无持续风向≤3级/北风3-4级,22
2015-09-12,晴/晴,12,北风3-4级/无持续风向≤3级,26
2015-09-13,晴/多云,15,无持续风向≤3级/无持续风向≤3级,28
2015-09-14,晴/多云,14,无持续风向≤3级/无持续风向≤3级,26
2015-09-15,晴/晴,15,无持续风向≤3级/无持续风向≤3级,26
2015-09-16,晴/多云,16,无持续风向≤3级/无持续风向≤3级,27
